Schooljaar;Niveau regio;Regio;Soort hoger onderwijs;Opleidingssector;Aantal
2018/2019;Provincie;Zeeland;WO;Techniek;206.00
2018/2019;Provincie;Zeeland;WO;Totaal energietransitie;280.00
2018/2019;Provincie;Zuid-Holland;Totaal;Totaal;160571.00
2018/2019;Provincie;Zuid-Holland;Totaal;Economie;47488.00
2018/2019;Provincie;Zuid-Holland;Totaal;Gedrag en maatschappij;20384.00
2018/2019;Provincie;Zuid-Holland;Totaal;Gezondheidszorg;15669.00
2018/2019;Provincie;Zuid-Holland;Totaal;Landbouw en natuurlijke omgeving;1710.00
2018/2019;Provincie;Zuid-Holland;Totaal;Natuur;4995.00
2018/2019;Provincie;Zuid-Holland;Totaal;Onderwijs;12144.00
2018/2019;Provincie;Zuid-Holland;Totaal;Recht;7419.00
2018/2019;Provincie;Zuid-Holland;Totaal;Sectoroverstijgend;3426.00
2018/2019;Provincie;Zuid-Holland;Totaal;Taal en cultuur;10150.00
2018/2019;Provincie;Zuid-Holland;Totaal;Techniek;37186.00
2018/2019;Provincie;Zuid-Holland;Totaal;Totaal energietransitie;42181.00
2018/2019;Provincie;Zuid-Holland;HBO;Totaal;91020.00
2018/2019;Provincie;Zuid-Holland;HBO;Economie;37576.00
2018/2019;Provincie;Zuid-Holland;HBO;Gedrag en maatschappij;9134.00
2018/2019;Provincie;Zuid-Holland;HBO;Gezondheidszorg;8620.00
2018/2019;Provincie;Zuid-Holland;HBO;Landbouw en natuurlijke omgeving;1120.00
2018/2019;Provincie;Zuid-Holland;HBO;Onderwijs;11818.00
2018/2019;Provincie;Zuid-Holland;HBO;Sectoroverstijgend;6.00
2018/2019;Provincie;Zuid-Holland;HBO;Taal en cultuur;3404.00
2018/2019;Provincie;Zuid-Holland;HBO;Techniek;19342.00
2018/2019;Provincie;Zuid-Holland;HBO;Totaal energietransitie;19342.00
2018/2019;Provincie;Zuid-Holland;WO;Totaal;69551.00
2018/2019;Provincie;Zuid-Holland;WO;Economie;9912.00
2018/2019;Provincie;Zuid-Holland;WO;Gedrag en maatschappij;11250.00
2018/2019;Provincie;Zuid-Holland;WO;Gezondheidszorg;7049.00
2018/2019;Provincie;Zuid-Holland;WO;Landbouw en natuurlijke omgeving;590.00
2018/2019;Provincie;Zuid-Holland;WO;Natuur;4995.00
2018/2019;Provincie;Zuid-Holland;WO;Onderwijs;326.00
2018/2019;Provincie;Zuid-Holland;WO;Recht;7419.00
2018/2019;Provincie;Zuid-Holland;WO;Sectoroverstijgend;3420.00
2018/2019;Provincie;Zuid-Holland;WO;Taal en cultuur;6746.00
2018/2019;Provincie;Zuid-Holland;WO;Techniek;17844.00
2018/2019;Provincie;Zuid-Holland;WO;Totaal energietransitie;22839.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);Totaal;Totaal;8009.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);Totaal;Economie;2440.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);Totaal;Gedrag en maatschappij;1154.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);Totaal;Gezondheidszorg;1016.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);Totaal;Landbouw en natuurlijke omgeving;310.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);Totaal;Natuur;120.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);Totaal;Onderwijs;1015.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);Totaal;Recht;171.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);Totaal;Sectoroverstijgend;17.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);Totaal;Taal en cultuur;214.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);Totaal;Techniek;1552.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);Totaal;Totaal energietransitie;1672.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);HBO;Totaal;6621.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);HBO;Economie;2211.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);HBO;Gedrag en maatschappij;867.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);HBO;Gezondheidszorg;865.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);HBO;Landbouw en natuurlijke omgeving;223.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);HBO;Onderwijs;1005.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);HBO;Sectoroverstijgend;1.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);HBO;Taal en cultuur;77.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);HBO;Techniek;1372.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);HBO;Totaal energietransitie;1372.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);WO;Totaal;1388.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);WO;Economie;229.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);WO;Gedrag en maatschappij;287.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);WO;Gezondheidszorg;151.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);WO;Landbouw en natuurlijke omgeving;87.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);WO;Natuur;120.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);WO;Onderwijs;10.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);WO;Recht;171.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);WO;Sectoroverstijgend;16.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);WO;Taal en cultuur;137.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);WO;Techniek;180.00
2018/2019;Arbeidsmarktregio;Achterhoek (A);WO;Totaal energietransitie;300.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);Totaal;Totaal;10769.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);Totaal;Economie;3293.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);Totaal;Gedrag en maatschappij;1677.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);Totaal;Gezondheidszorg;1233.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);Totaal;Landbouw en natuurlijke omgeving;276.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);Totaal;Natuur;469.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);Totaal;Onderwijs;1078.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);Totaal;Recht;313.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);Totaal;Sectoroverstijgend;84.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);Totaal;Taal en cultuur;531.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);Totaal;Techniek;1815.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);Totaal;Totaal energietransitie;2284.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);HBO;Totaal;7855.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);HBO;Economie;2914.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);HBO;Gedrag en maatschappij;1102.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);HBO;Gezondheidszorg;882.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);HBO;Landbouw en natuurlijke omgeving;141.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);HBO;Onderwijs;1051.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);HBO;Sectoroverstijgend;2.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);HBO;Taal en cultuur;169.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);HBO;Techniek;1594.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);HBO;Totaal energietransitie;1594.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);WO;Totaal;2914.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);WO;Economie;379.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);WO;Gedrag en maatschappij;575.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);WO;Gezondheidszorg;351.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);WO;Landbouw en natuurlijke omgeving;135.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);WO;Natuur;469.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);WO;Onderwijs;27.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);WO;Recht;313.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);WO;Sectoroverstijgend;82.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);WO;Taal en cultuur;362.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);WO;Techniek;221.00
2018/2019;Arbeidsmarktregio;Amersfoort (A);WO;Totaal energietransitie;690.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);Totaal;Totaal;8296.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);Totaal;Economie;2854.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);Totaal;Gedrag en maatschappij;1019.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);Totaal;Gezondheidszorg;911.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);Totaal;Landbouw en natuurlijke omgeving;98.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);Totaal;Natuur;162.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);Totaal;Onderwijs;998.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);Totaal;Recht;308.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);Totaal;Sectoroverstijgend;52.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);Totaal;Taal en cultuur;356.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);Totaal;Techniek;1538.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);Totaal;Totaal energietransitie;1700.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);HBO;Totaal;6179.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);HBO;Economie;2509.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);HBO;Gedrag en maatschappij;574.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);HBO;Gezondheidszorg;684.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);HBO;Landbouw en natuurlijke omgeving;65.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);HBO;Onderwijs;984.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);HBO;Sectoroverstijgend;1.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);HBO;Taal en cultuur;122.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);HBO;Techniek;1240.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);HBO;Totaal energietransitie;1240.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);WO;Totaal;2117.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);WO;Economie;345.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);WO;Gedrag en maatschappij;445.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);WO;Gezondheidszorg;227.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);WO;Landbouw en natuurlijke omgeving;33.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);WO;Natuur;162.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);WO;Onderwijs;14.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);WO;Recht;308.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);WO;Sectoroverstijgend;51.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);WO;Taal en cultuur;234.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);WO;Techniek;298.00
2018/2019;Arbeidsmarktregio;Drechtsteden (A);WO;Totaal energietransitie;460.00
2018/2019;Arbeidsmarktregio;Drenthe (A);Totaal;Totaal;6395.00
2018/2019;Arbeidsmarktregio;Drenthe (A);Totaal;Economie;2067.00
2018/2019;Arbeidsmarktregio;Drenthe (A);Totaal;Gedrag en maatschappij;800.00
2018/2019;Arbeidsmarktregio;Drenthe (A);Totaal;Gezondheidszorg;778.00
2018/2019;Arbeidsmarktregio;Drenthe (A);Totaal;Landbouw en natuurlijke omgeving;218.00
2018/2019;Arbeidsmarktregio;Drenthe (A);Totaal;Natuur;153.00
2018/2019;Arbeidsmarktregio;Drenthe (A);Totaal;Onderwijs;845.00
2018/2019;Arbeidsmarktregio;Drenthe (A);Totaal;Recht;128.00
2018/2019;Arbeidsmarktregio;Drenthe (A);Totaal;Sectoroverstijgend;12.00
2018/2019;Arbeidsmarktregio;Drenthe (A);Totaal;Taal en cultuur;182.00
2018/2019;Arbeidsmarktregio;Drenthe (A);Totaal;Techniek;1212.00
2018/2019;Arbeidsmarktregio;Drenthe (A);Totaal;Totaal energietransitie;1365.00
2018/2019;Arbeidsmarktregio;Drenthe (A);HBO;Totaal;5437.00
2018/2019;Arbeidsmarktregio;Drenthe (A);HBO;Economie;1904.00
2018/2019;Arbeidsmarktregio;Drenthe (A);HBO;Gedrag en maatschappij;630.00
2018/2019;Arbeidsmarktregio;Drenthe (A);HBO;Gezondheidszorg;703.00
2018/2019;Arbeidsmarktregio;Drenthe (A);HBO;Landbouw en natuurlijke omgeving;197.00
2018/2019;Arbeidsmarktregio;Drenthe (A);HBO;Onderwijs;835.00
2018/2019;Arbeidsmarktregio;Drenthe (A);HBO;Sectoroverstijgend;1.00
2018/2019;Arbeidsmarktregio;Drenthe (A);HBO;Taal en cultuur;40.00
2018/2019;Arbeidsmarktregio;Drenthe (A);HBO;Techniek;1127.00
2018/2019;Arbeidsmarktregio;Drenthe (A);HBO;Totaal energietransitie;1127.00
2018/2019;Arbeidsmarktregio;Drenthe (A);WO;Totaal;958.00
2018/2019;Arbeidsmarktregio;Drenthe (A);WO;Economie;163.00
2018/2019;Arbeidsmarktregio;Drenthe (A);WO;Gedrag en maatschappij;170.00
2018/2019;Arbeidsmarktregio;Drenthe (A);WO;Gezondheidszorg;75.00
2018/2019;Arbeidsmarktregio;Drenthe (A);WO;Landbouw en natuurlijke omgeving;21.00
2018/2019;Arbeidsmarktregio;Drenthe (A);WO;Natuur;153.00
2018/2019;Arbeidsmarktregio;Drenthe (A);WO;Onderwijs;10.00
2018/2019;Arbeidsmarktregio;Drenthe (A);WO;Recht;128.00
2018/2019;Arbeidsmarktregio;Drenthe (A);WO;Sectoroverstijgend;11.00
2018/2019;Arbeidsmarktregio;Drenthe (A);WO;Taal en cultuur;142.00
2018/2019;Arbeidsmarktregio;Drenthe (A);WO;Techniek;85.00
2018/2019;Arbeidsmarktregio;Drenthe (A);WO;Totaal energietransitie;238.00
2018/2019;Arbeidsmarktregio;Flevoland (A);Totaal;Totaal;12520.00
2018/2019;Arbeidsmarktregio;Flevoland (A);Totaal;Economie;3849.00
2018/2019;Arbeidsmarktregio;Flevoland (A);Totaal;Gedrag en maatschappij;1742.00
2018/2019;Arbeidsmarktregio;Flevoland (A);Totaal;Gezondheidszorg;1269.00
2018/2019;Arbeidsmarktregio;Flevoland (A);Totaal;Landbouw en natuurlijke omgeving;996.00
2018/2019;Arbeidsmarktregio;Flevoland (A);Totaal;Natuur;426.00
2018/2019;Arbeidsmarktregio;Flevoland (A);Totaal;Onderwijs;1364.00
2018/2019;Arbeidsmarktregio;Flevoland (A);Totaal;Recht;377.00
2018/2019;Arbeidsmarktregio;Flevoland (A);Totaal;Sectoroverstijgend;51.00
2018/2019;Arbeidsmarktregio;Flevoland (A);Totaal;Taal en cultuur;391.00
2018/2019;Arbeidsmarktregio;Flevoland (A);Totaal;Techniek;2055.00
2018/2019;Arbeidsmarktregio;Flevoland (A);Totaal;Totaal energietransitie;2481.00
2018/2019;Arbeidsmarktregio;Flevoland (A);HBO;Totaal;9979.00
2018/2019;Arbeidsmarktregio;Flevoland (A);HBO;Economie;3461.00
2018/2019;Arbeidsmarktregio;Flevoland (A);HBO;Gedrag en maatschappij;1228.00
2018/2019;Arbeidsmarktregio;Flevoland (A);HBO;Gezondheidszorg;956.00
2018/2019;Arbeidsmarktregio;Flevoland (A);HBO;Landbouw en natuurlijke omgeving;939.00
2018/2019;Arbeidsmarktregio;Flevoland (A);HBO;Onderwijs;1348.00
2018/2019;Arbeidsmarktregio;Flevoland (A);HBO;Sectoroverstijgend;6.00
2018/2019;Arbeidsmarktregio;Flevoland (A);HBO;Taal en cultuur;132.00
2018/2019;Arbeidsmarktregio;Flevoland (A);HBO;Techniek;1909.00
2018/2019;Arbeidsmarktregio;Flevoland (A);HBO;Totaal energietransitie;1909.00
2018/2019;Arbeidsmarktregio;Flevoland (A);WO;Totaal;2541.00
2018/2019;Arbeidsmarktregio;Flevoland (A);WO;Economie;388.00
2018/2019;Arbeidsmarktregio;Flevoland (A);WO;Gedrag en maatschappij;514.00
2018/2019;Arbeidsmarktregio;Flevoland (A);WO;Gezondheidszorg;313.00
2018/2019;Arbeidsmarktregio;Flevoland (A);WO;Landbouw en natuurlijke omgeving;57.00
2018/2019;Arbeidsmarktregio;Flevoland (A);WO;Natuur;426.00
2018/2019;Arbeidsmarktregio;Flevoland (A);WO;Onderwijs;16.00
2018/2019;Arbeidsmarktregio;Flevoland (A);WO;Recht;377.00
2018/2019;Arbeidsmarktregio;Flevoland (A);WO;Sectoroverstijgend;45.00
2018/2019;Arbeidsmarktregio;Flevoland (A);WO;Taal en cultuur;259.00
2018/2019;Arbeidsmarktregio;Flevoland (A);WO;Techniek;146.00
2018/2019;Arbeidsmarktregio;Flevoland (A);WO;Totaal energietransitie;572.00
2018/2019;Arbeidsmarktregio;FoodValley (A);Totaal;Totaal;17669.00
2018/2019;Arbeidsmarktregio;FoodValley (A);Totaal;Economie;2917.00
2018/2019;Arbeidsmarktregio;FoodValley (A);Totaal;Gedrag en maatschappij;1612.00
2018/2019;Arbeidsmarktregio;FoodValley (A);Totaal;Gezondheidszorg;1210.00
2018/2019;Arbeidsmarktregio;FoodValley (A);Totaal;Landbouw en natuurlijke omgeving;7871.00
2018/2019;Arbeidsmarktregio;FoodValley (A);Totaal;Natuur;370.00
2018/2019;Arbeidsmarktregio;FoodValley (A);Totaal;Onderwijs;1285.00
2018/2019;Arbeidsmarktregio;FoodValley (A);Totaal;Recht;243.00
2018/2019;Arbeidsmarktregio;FoodValley (A);Totaal;Sectoroverstijgend;62.00
2018/2019;Arbeidsmarktregio;FoodValley (A);Totaal;Taal en cultuur;426.00
2018/2019;Arbeidsmarktregio;FoodValley (A);Totaal;Techniek;1673.00
2018/2019;Arbeidsmarktregio;FoodValley (A);Totaal;Totaal energietransitie;2043.00
2018/2019;Arbeidsmarktregio;FoodValley (A);HBO;Totaal;7844.00
2018/2019;Arbeidsmarktregio;FoodValley (A);HBO;Economie;2601.00
2018/2019;Arbeidsmarktregio;FoodValley (A);HBO;Gedrag en maatschappij;1166.00
2018/2019;Arbeidsmarktregio;FoodValley (A);HBO;Gezondheidszorg;947.00
2018/2019;Arbeidsmarktregio;FoodValley (A);HBO;Landbouw en natuurlijke omgeving;268.00
2018/2019;Arbeidsmarktregio;FoodValley (A);HBO;Onderwijs;1264.00
2018/2019;Arbeidsmarktregio;FoodValley (A);HBO;Sectoroverstijgend;2.00
2018/2019;Arbeidsmarktregio;FoodValley (A);HBO;Taal en cultuur;127.00
2018/2019;Arbeidsmarktregio;FoodValley (A);HBO;Techniek;1469.00
2018/2019;Arbeidsmarktregio;FoodValley (A);HBO;Totaal energietransitie;1469.00
2018/2019;Arbeidsmarktregio;FoodValley (A);WO;Totaal;9825.00
2018/2019;Arbeidsmarktregio;FoodValley (A);WO;Economie;316.00
2018/2019;Arbeidsmarktregio;FoodValley (A);WO;Gedrag en maatschappij;446.00
2018/2019;Arbeidsmarktregio;FoodValley (A);WO;Gezondheidszorg;263.00
2018/2019;Arbeidsmarktregio;FoodValley (A);WO;Landbouw en natuurlijke omgeving;7603.00
2018/2019;Arbeidsmarktregio;FoodValley (A);WO;Natuur;370.00
2018/2019;Arbeidsmarktregio;FoodValley (A);WO;Onderwijs;21.00
2018/2019;Arbeidsmarktregio;FoodValley (A);WO;Recht;243.00
2018/2019;Arbeidsmarktregio;FoodValley (A);WO;Sectoroverstijgend;60.00
2018/2019;Arbeidsmarktregio;FoodValley (A);WO;Taal en cultuur;299.00
2018/2019;Arbeidsmarktregio;FoodValley (A);WO;Techniek;204.00
2018/2019;Arbeidsmarktregio;FoodValley (A);WO;Totaal energietransitie;574.00
2018/2019;Arbeidsmarktregio;Friesland (A);Totaal;Totaal;22074.00
2018/2019;Arbeidsmarktregio;Friesland (A);Totaal;Economie;7524.00
2018/2019;Arbeidsmarktregio;Friesland (A);Totaal;Gedrag en maatschappij;2682.00
2018/2019;Arbeidsmarktregio;Friesland (A);Totaal;Gezondheidszorg;2130.00
2018/2019;Arbeidsmarktregio;Friesland (A);Totaal;Landbouw en natuurlijke omgeving;1390.00
2018/2019;Arbeidsmarktregio;Friesland (A);Totaal;Natuur;342.00
2018/2019;Arbeidsmarktregio;Friesland (A);Totaal;Onderwijs;2987.00
2018/2019;Arbeidsmarktregio;Friesland (A);Totaal;Recht;439.00
2018/2019;Arbeidsmarktregio;Friesland (A);Totaal;Sectoroverstijgend;42.00
2018/2019;Arbeidsmarktregio;Friesland (A);Totaal;Taal en cultuur;693.00
2018/2019;Arbeidsmarktregio;Friesland (A);Totaal;Techniek;3845.00
2018/2019;Arbeidsmarktregio;Friesland (A);Totaal;Totaal energietransitie;4187.00
2018/2019;Arbeidsmarktregio;Friesland (A);HBO;Totaal;19329.00
2018/2019;Arbeidsmarktregio;Friesland (A);HBO;Economie;7036.00
2018/2019;Arbeidsmarktregio;Friesland (A);HBO;Gedrag en maatschappij;2279.00
2018/2019;Arbeidsmarktregio;Friesland (A);HBO;Gezondheidszorg;1865.00
2018/2019;Arbeidsmarktregio;Friesland (A);HBO;Landbouw en natuurlijke omgeving;1335.00
2018/2019;Arbeidsmarktregio;Friesland (A);HBO;Onderwijs;2964.00
2018/2019;Arbeidsmarktregio;Friesland (A);HBO;Sectoroverstijgend;6.00
2018/2019;Arbeidsmarktregio;Friesland (A);HBO;Taal en cultuur;201.00
2018/2019;Arbeidsmarktregio;Friesland (A);HBO;Techniek;3643.00
2018/2019;Arbeidsmarktregio;Friesland (A);HBO;Totaal energietransitie;3643.00
2018/2019;Arbeidsmarktregio;Friesland (A);WO;Totaal;2745.00
2018/2019;Arbeidsmarktregio;Friesland (A);WO;Economie;488.00
2018/2019;Arbeidsmarktregio;Friesland (A);WO;Gedrag en maatschappij;403.00
2018/2019;Arbeidsmarktregio;Friesland (A);WO;Gezondheidszorg;265.00
2018/2019;Arbeidsmarktregio;Friesland (A);WO;Landbouw en natuurlijke omgeving;55.00
2018/2019;Arbeidsmarktregio;Friesland (A);WO;Natuur;342.00
2018/2019;Arbeidsmarktregio;Friesland (A);WO;Onderwijs;23.00
2018/2019;Arbeidsmarktregio;Friesland (A);WO;Recht;439.00
2018/2019;Arbeidsmarktregio;Friesland (A);WO;Sectoroverstijgend;36.00
2018/2019;Arbeidsmarktregio;Friesland (A);WO;Taal en cultuur;492.00
2018/2019;Arbeidsmarktregio;Friesland (A);WO;Techniek;202.00
2018/2019;Arbeidsmarktregio;Friesland (A);WO;Totaal energietransitie;544.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);Totaal;Totaal;7393.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);Totaal;Economie;2350.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);Totaal;Gedrag en maatschappij;978.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);Totaal;Gezondheidszorg;751.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);Totaal;Landbouw en natuurlijke omgeving;147.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);Totaal;Natuur;407.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);Totaal;Onderwijs;618.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);Totaal;Recht;359.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);Totaal;Sectoroverstijgend;99.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);Totaal;Taal en cultuur;422.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);Totaal;Techniek;1262.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);Totaal;Totaal energietransitie;1669.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);HBO;Totaal;4719.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);HBO;Economie;1897.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);HBO;Gedrag en maatschappij;507.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);HBO;Gezondheidszorg;454.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);HBO;Landbouw en natuurlijke omgeving;95.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);HBO;Onderwijs;595.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);HBO;Taal en cultuur;123.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);HBO;Techniek;1048.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);HBO;Totaal energietransitie;1048.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);WO;Totaal;2674.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);WO;Economie;453.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);WO;Gedrag en maatschappij;471.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);WO;Gezondheidszorg;297.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);WO;Landbouw en natuurlijke omgeving;52.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);WO;Natuur;407.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);WO;Onderwijs;23.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);WO;Recht;359.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);WO;Sectoroverstijgend;99.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);WO;Taal en cultuur;299.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);WO;Techniek;214.00
2018/2019;Arbeidsmarktregio;Gooi en Vechtstreek (A);WO;Totaal energietransitie;621.00
